execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
2.56979,32,28,28,5,5,1,1,2,2,96,28,28,
0.95202,256,28,28,1,1,1,1,0,0,128,28,28,
14.897,128,28,28,3,3,1,1,1,1,192,28,28,
0.93853,256,28,28,1,1,1,1,0,0,128,28,28,
0.14951,480,14,14,1,1,1,1,0,0,64,14,14,
0.036444,480,14,14,1,1,1,1,0,0,16,14,14,
0.0762,16,14,14,5,5,1,1,2,2,48,14,14,
0.353254,480,14,14,1,1,1,1,0,0,96,14,14,
1.34362,96,14,14,3,3,1,1,1,1,204,14,14,
0.956087,480,14,14,1,1,1,1,0,0,192,14,14,
0.083106,508,4,4,1,1,1,1,0,0,128,4,4,
3.46419,3,224,224,7,7,2,2,2,2,64,112,112,
0.277001,64,56,56,1,1,1,1,0,0,64,56,56,
17.6052,64,56,56,3,3,1,1,1,1,192,56,56,
0.051089,192,28,28,1,1,1,1,0,0,16,28,28,
0.220648,16,28,28,5,5,1,1,2,2,32,28,28,
0.313388,192,28,28,1,1,1,1,0,0,96,28,28,
5.79805,96,28,28,3,3,1,1,1,1,128,28,28,
0.212273,192,28,28,1,1,1,1,0,0,64,28,28,
0.107754,192,28,28,1,1,1,1,0,0,32,28,28,
0.303193,256,28,28,1,1,1,1,0,0,64,28,28,
0.14483,256,28,28,1,1,1,1,0,0,32,28,28,
2.62634,32,28,28,5,5,1,1,2,2,96,28,28,
0.966099,256,28,28,1,1,1,1,0,0,128,28,28,
14.5427,128,28,28,3,3,1,1,1,1,192,28,28,
0.953134,256,28,28,1,1,1,1,0,0,128,28,28,
0.143853,480,14,14,1,1,1,1,0,0,64,14,14,
0.03657,480,14,14,1,1,1,1,0,0,16,14,14,
0.081263,16,14,14,5,5,1,1,2,2,48,14,14,
0.351485,480,14,14,1,1,1,1,0,0,96,14,14,
1.33292,96,14,14,3,3,1,1,1,1,204,14,14,
0.898315,480,14,14,1,1,1,1,0,0,192,14,14,
0.09881,508,4,4,1,1,1,1,0,0,128,4,4,
3.59336,3,224,224,7,7,2,2,2,2,64,112,112,
0.280358,64,56,56,1,1,1,1,0,0,64,56,56,
18.1721,64,56,56,3,3,1,1,1,1,192,56,56,
0.050582,192,28,28,1,1,1,1,0,0,16,28,28,
0.222584,16,28,28,5,5,1,1,2,2,32,28,28,
0.343983,192,28,28,1,1,1,1,0,0,96,28,28,
6.23054,96,28,28,3,3,1,1,1,1,128,28,28,
0.232328,192,28,28,1,1,1,1,0,0,64,28,28,
0.106816,192,28,28,1,1,1,1,0,0,32,28,28,
0.301209,256,28,28,1,1,1,1,0,0,64,28,28,
0.136734,256,28,28,1,1,1,1,0,0,32,28,28,
2.53965,32,28,28,5,5,1,1,2,2,96,28,28,
0.96705,256,28,28,1,1,1,1,0,0,128,28,28,
15.0443,128,28,28,3,3,1,1,1,1,192,28,28,
0.987287,256,28,28,1,1,1,1,0,0,128,28,28,
0.146214,480,14,14,1,1,1,1,0,0,64,14,14,
0.037957,480,14,14,1,1,1,1,0,0,16,14,14,
0.07603,16,14,14,5,5,1,1,2,2,48,14,14,
0.362171,480,14,14,1,1,1,1,0,0,96,14,14,
1.32165,96,14,14,3,3,1,1,1,1,204,14,14,
0.882322,480,14,14,1,1,1,1,0,0,192,14,14,
0.064393,508,4,4,1,1,1,1,0,0,128,4,4,
3.58948,3,224,224,7,7,2,2,2,2,64,112,112,
0.288425,64,56,56,1,1,1,1,0,0,64,56,56,
18.2955,64,56,56,3,3,1,1,1,1,192,56,56,
0.060102,192,28,28,1,1,1,1,0,0,16,28,28,
0.255337,16,28,28,5,5,1,1,2,2,32,28,28,
0.317058,192,28,28,1,1,1,1,0,0,96,28,28,
6.41754,96,28,28,3,3,1,1,1,1,128,28,28,
0.226731,192,28,28,1,1,1,1,0,0,64,28,28,
0.114023,192,28,28,1,1,1,1,0,0,32,28,28,
0.30638,256,28,28,1,1,1,1,0,0,64,28,28,
0.151196,256,28,28,1,1,1,1,0,0,32,28,28,
2.49147,32,28,28,5,5,1,1,2,2,96,28,28,
0.950283,256,28,28,1,1,1,1,0,0,128,28,28,
15.2313,128,28,28,3,3,1,1,1,1,192,28,28,
0.931334,256,28,28,1,1,1,1,0,0,128,28,28,
0.152542,480,14,14,1,1,1,1,0,0,64,14,14,
0.031777,480,14,14,1,1,1,1,0,0,16,14,14,
0.07468,16,14,14,5,5,1,1,2,2,48,14,14,
0.346285,480,14,14,1,1,1,1,0,0,96,14,14,
1.36203,96,14,14,3,3,1,1,1,1,204,14,14,
0.935124,480,14,14,1,1,1,1,0,0,192,14,14,
0.056273,508,4,4,1,1,1,1,0,0,128,4,4,
3.54306,3,224,224,7,7,2,2,2,2,64,112,112,
0.285369,64,56,56,1,1,1,1,0,0,64,56,56,
18.2804,64,56,56,3,3,1,1,1,1,192,56,56,
0.046794,192,28,28,1,1,1,1,0,0,16,28,28,
0.217185,16,28,28,5,5,1,1,2,2,32,28,28,
0.332783,192,28,28,1,1,1,1,0,0,96,28,28,
5.91298,96,28,28,3,3,1,1,1,1,128,28,28,
0.219135,192,28,28,1,1,1,1,0,0,64,28,28,
0.108812,192,28,28,1,1,1,1,0,0,32,28,28,
0.293529,256,28,28,1,1,1,1,0,0,64,28,28,
0.142834,256,28,28,1,1,1,1,0,0,32,28,28,
2.46207,32,28,28,5,5,1,1,2,2,96,28,28,
0.987722,256,28,28,1,1,1,1,0,0,128,28,28,
14.218,128,28,28,3,3,1,1,1,1,192,28,28,
