execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
0.007675,508,4,4,1,1,1,1,0,0,128,4,4,
0.033742,3,224,224,7,7,2,2,2,2,64,112,112,
0.011625,64,56,56,1,1,1,1,0,0,64,56,56,
0.036844,64,56,56,3,3,1,1,1,1,192,56,56,
0.009134,192,28,28,1,1,1,1,0,0,16,28,28,
0.009649,16,28,28,5,5,1,1,2,2,32,28,28,
0.00475,192,28,28,1,1,1,1,0,0,96,28,28,
0.012483,96,28,28,3,3,1,1,1,1,128,28,28,
0.005853,192,28,28,1,1,1,1,0,0,64,28,28,
0.004294,192,28,28,1,1,1,1,0,0,32,28,28,
0.004723,256,28,28,1,1,1,1,0,0,64,28,28,
0.004711,256,28,28,1,1,1,1,0,0,32,28,28,
0.010495,32,28,28,5,5,1,1,2,2,96,28,28,
0.005237,256,28,28,1,1,1,1,0,0,128,28,28,
0.021209,128,28,28,3,3,1,1,1,1,192,28,28,
0.008579,256,28,28,1,1,1,1,0,0,128,28,28,
0.005483,480,14,14,1,1,1,1,0,0,64,14,14,
0.006045,480,14,14,1,1,1,1,0,0,16,14,14,
0.002706,16,14,14,5,5,1,1,2,2,48,14,14,
0.004946,480,14,14,1,1,1,1,0,0,96,14,14,
0.01232,96,14,14,3,3,1,1,1,1,204,14,14,
0.004703,480,14,14,1,1,1,1,0,0,192,14,14,
0.003106,508,4,4,1,1,1,1,0,0,128,4,4,
0.032453,3,224,224,7,7,2,2,2,2,64,112,112,
0.009675,64,56,56,1,1,1,1,0,0,64,56,56,
0.033433,64,56,56,3,3,1,1,1,1,192,56,56,
0.006136,192,28,28,1,1,1,1,0,0,16,28,28,
0.007592,16,28,28,5,5,1,1,2,2,32,28,28,
0.009188,192,28,28,1,1,1,1,0,0,96,28,28,
0.008698,96,28,28,3,3,1,1,1,1,128,28,28,
0.009321,192,28,28,1,1,1,1,0,0,64,28,28,
0.004841,192,28,28,1,1,1,1,0,0,32,28,28,
0.007377,256,28,28,1,1,1,1,0,0,64,28,28,
0.00865,256,28,28,1,1,1,1,0,0,32,28,28,
0.010829,32,28,28,5,5,1,1,2,2,96,28,28,
0.005034,256,28,28,1,1,1,1,0,0,128,28,28,
0.02154,128,28,28,3,3,1,1,1,1,192,28,28,
0.005289,256,28,28,1,1,1,1,0,0,128,28,28,
0.006689,480,14,14,1,1,1,1,0,0,64,14,14,
0.003696,480,14,14,1,1,1,1,0,0,16,14,14,
0.003281,16,14,14,5,5,1,1,2,2,48,14,14,
0.003835,480,14,14,1,1,1,1,0,0,96,14,14,
0.008668,96,14,14,3,3,1,1,1,1,204,14,14,
0.008165,480,14,14,1,1,1,1,0,0,192,14,14,
0.00442,508,4,4,1,1,1,1,0,0,128,4,4,
0.034263,3,224,224,7,7,2,2,2,2,64,112,112,
0.009579,64,56,56,1,1,1,1,0,0,64,56,56,
0.045414,64,56,56,3,3,1,1,1,1,192,56,56,
0.010614,192,28,28,1,1,1,1,0,0,16,28,28,
0.004216,16,28,28,5,5,1,1,2,2,32,28,28,
0.004955,192,28,28,1,1,1,1,0,0,96,28,28,
0.014518,96,28,28,3,3,1,1,1,1,128,28,28,
0.008382,192,28,28,1,1,1,1,0,0,64,28,28,
0.009485,192,28,28,1,1,1,1,0,0,32,28,28,
0.005525,256,28,28,1,1,1,1,0,0,64,28,28,
0.008077,256,28,28,1,1,1,1,0,0,32,28,28,
0.006718,32,28,28,5,5,1,1,2,2,96,28,28,
0.007978,256,28,28,1,1,1,1,0,0,128,28,28,
0.01795,128,28,28,3,3,1,1,1,1,192,28,28,
0.008798,256,28,28,1,1,1,1,0,0,128,28,28,
0.00514,480,14,14,1,1,1,1,0,0,64,14,14,
0.004186,480,14,14,1,1,1,1,0,0,16,14,14,
0.003382,16,14,14,5,5,1,1,2,2,48,14,14,
0.006604,480,14,14,1,1,1,1,0,0,96,14,14,
0.008639,96,14,14,3,3,1,1,1,1,204,14,14,
0.006549,480,14,14,1,1,1,1,0,0,192,14,14,
0.00596,508,4,4,1,1,1,1,0,0,128,4,4,
0.032187,3,224,224,7,7,2,2,2,2,64,112,112,
0.009758,64,56,56,1,1,1,1,0,0,64,56,56,
0.035722,64,56,56,3,3,1,1,1,1,192,56,56,
0.00687,192,28,28,1,1,1,1,0,0,16,28,28,
0.007029,16,28,28,5,5,1,1,2,2,32,28,28,
0.009101,192,28,28,1,1,1,1,0,0,96,28,28,
0.010962,96,28,28,3,3,1,1,1,1,128,28,28,
0.007271,192,28,28,1,1,1,1,0,0,64,28,28,
0.007808,192,28,28,1,1,1,1,0,0,32,28,28,
0.009142,256,28,28,1,1,1,1,0,0,64,28,28,
0.005173,256,28,28,1,1,1,1,0,0,32,28,28,
0.012048,32,28,28,5,5,1,1,2,2,96,28,28,
0.00561,256,28,28,1,1,1,1,0,0,128,28,28,
0.020177,128,28,28,3,3,1,1,1,1,192,28,28,
0.006485,256,28,28,1,1,1,1,0,0,128,28,28,
0.003419,480,14,14,1,1,1,1,0,0,64,14,14,
0.004,480,14,14,1,1,1,1,0,0,16,14,14,
