Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%],
319830,43,319831,1586000,319832,3513980,145811.516908213,320050,34,
319930,71,319931,1586000,319932,3514724,146555.516908213,320154,39,
320032,56,320032,1586000,320033,3515716,147547.516908213,320264,28,
320131,64,320132,1586000,320135,3517160,148991.516908213,320362,41,
320233,47,320233,1274000,320234,3516820,148651.516908213,320452,33,
320343,76,320345,1586000,320347,3514256,146087.516908213,320553,36,
320433,58,320434,1586000,320435,3515268,147099.516908213,320652,26,
320534,60,320534,1586000,320536,3513896,145727.516908213,320753,22,
320634,48,320634,1586000,320635,3515592,147423.516908213,320862,43,
320735,32,320735,1586000,320738,3500852,132683.516908213,320957,36,
320841,69,320842,1586000,320845,3511004,142835.516908213,321054,36,
320936,88,320936,1586000,320939,3500860,132691.516908213,321160,24,
321038,0,321038,1586000,321039,3502064,133895.516908213,321261,15,
321140,47,321140,1378000,321142,3503476,135307.516908213,321371,36,
321239,25,321239,1170000,321244,3504440,136271.516908213,321485,41,
321339,64,321340,1482000,321342,3515104,146935.516908213,321558,50,
321441,69,321441,1586000,321443,3513676,145507.516908213,321661,31,
321540,82,321541,1586000,321542,3513504,145335.516908213,321759,22,
321641,56,321641,1586000,321643,3514620,146451.516908213,321862,35,
321741,40,321742,1586000,321743,3515612,147443.516908213,321966,43,
321842,59,321842,1586000,321844,3514528,146359.516908213,322067,39,
321942,88,321942,1586000,321943,3513080,144911.516908213,322174,26,
322044,0,322044,1586000,322046,3513300,145131.516908213,322265,29,
322144,48,322145,1586000,322148,3512264,144095.516908213,322369,41,
322244,49,322245,1586000,322246,3512512,144343.516908213,322463,32,
322346,71,322346,1586000,322348,3504180,136011.516908213,322573,37,
322445,50,322446,1586000,322448,3505916,137747.516908213,322669,22,
322549,63,322550,1586000,322552,3503544,135375.516908213,322768,25,
322648,35,322648,1586000,322651,3504500,136331.516908213,322865,42,
322746,50,322747,1586000,322748,3511464,143295.516908213,322966,26,
322847,72,322848,1586000,322849,3511960,143791.516908213,323075,40,
322948,47,322948,1586000,322950,3512064,143895.516908213,323171,24,
323049,71,323051,1586000,323053,3510192,142023.516908213,323273,28,
323151,41,323152,1586000,323155,3510936,142767.516908213,323379,35,
323249,43,323250,1586000,323253,3511204,143035.516908213,323458,39,
323351,62,323352,1586000,323353,3511700,143531.516908213,323586,33,
323449,64,323449,1586000,323450,3512332,144163.516908213,323675,29,
323550,61,323551,1586000,323553,3511968,143799.516908213,323779,28,
323650,45,323650,1586000,323651,3512076,143907.516908213,323874,38,
323751,53,323751,1586000,323754,3504040,135871.516908213,323995,29,
323852,70,323853,1586000,323854,3510704,142535.516908213,324061,38,
323952,50,323952,1586000,323955,3511680,143511.516908213,324168,27,
324052,65,324052,1586000,324053,3512424,144255.516908213,324275,27,
324153,45,324153,1586000,324154,3509768,141599.516908213,324379,37,
324255,49,324255,1274000,324257,3515556,147387.516908213,324481,34,
324354,62,324354,1586000,324357,3508720,140551.516908213,324585,28,
324459,50,324460,1482000,324462,3510132,141963.516908213,324685,25,
324560,53,324560,1586000,324562,3511124,142955.516908213,324792,29,
324661,53,324662,1378000,324663,3511572,143403.516908213,324892,44,
324761,47,324762,1586000,324765,3514892,146723.516908213,324986,32,
324861,72,324861,1586000,324862,3509312,141143.516908213,325080,35,
324962,55,324963,1586000,324964,3510208,142039.516908213,325187,23,
325063,61,325063,1586000,325065,3510704,142535.516908213,325281,36,
325163,37,325164,1586000,325165,3512936,144767.516908213,325380,36,
325264,57,325264,1586000,325265,3508856,140687.516908213,325481,31,
325364,64,325364,1586000,325365,3510924,142755.516908213,325584,30,
325464,56,325465,1586000,325466,3511744,143575.516908213,325683,30,
325565,58,325566,1586000,325567,3511056,142887.516908213,325811,22,
325665,53,325666,1274000,325667,3511656,143487.516908213,325875,42,
325767,36,325768,1586000,325769,3514136,145967.516908213,325987,32,
325865,71,325866,1586000,325866,3507120,138951.516908213,326083,35,
325967,56,325967,1586000,325968,3509848,141679.516908213,326184,27,
326067,61,326068,1586000,326069,3510320,142151.516908213,326287,29,
326168,43,326169,1586000,326170,3512244,144075.516908213,326393,40,
326269,46,326271,1586000,326272,3518692,150523.516908213,326487,36,
326370,69,326371,1586000,326372,3520100,151931.516908213,326589,34,
326469,61,326470,1586000,326471,3503508,135339.516908213,326687,29,
326569,56,326571,1586000,326572,3507328,139159.516908213,326795,30,
326670,43,326670,1586000,326672,3508320,140151.516908213,326887,36,
326770,51,326771,1586000,326773,3519728,151559.516908213,326993,30,
326871,69,326871,1586000,326873,3520472,152303.516908213,327096,34,
326971,51,326972,1586000,326973,3517912,149743.516908213,327206,28,
327072,62,327073,1586000,327075,3516980,148811.516908213,327290,26,
327172,43,327173,1586000,327175,3517748,149579.516908213,327390,41,
327272,48,327273,1586000,327274,3518244,150075.516908213,327491,30,
327373,70,327373,1586000,327374,3514940,146771.516908213,327596,38,
327474,49,327475,1586000,327476,3507488,139319.516908213,327696,22,
327575,66,327576,1586000,327578,3506608,138439.516908213,327795,29,
327675,35,327675,1586000,327677,3507812,139643.516908213,327895,39,
327776,50,327776,1586000,327779,3514508,146339.516908213,327996,34,
327876,67,327877,1586000,327879,3515004,146835.516908213,328096,40,
327977,59,327977,1586000,327979,3515500,147331.516908213,328196,34,
328078,66,328079,1586000,328080,3516752,148583.516908213,328299,22,
328179,52,328179,1586000,328181,3515528,147359.516908213,328359,39,
328279,42,328280,1586000,328281,3515776,147607.516908213,328450,41,
328331,68,328333,1170000,328335,3515776,147607.516908213,328549,32,
328431,69,328432,1586000,328433,3516148,147979.516908213,328660,34,
328533,61,328533,1586000,328534,3516752,148583.516908213,328802,37,
328634,57,328640,1586000,328641,3518464,150295.516908213,328900,44,
328783,61,328783,1586000,328786,3507760,139591.516908213,329002,28,
328884,74,328885,1586000,328886,3512908,144739.516908213,329103,31,
328983,49,328984,1586000,328985,3513408,145239.516908213,329204,25,
329084,66,329085,1170000,329086,3514152,145983.516908213,329305,26,
329185,49,329185,1378000,329186,3515476,147307.516908213,329408,43,
329286,53,329287,1274000,329288,3518224,150055.516908213,329503,34,
329386,67,329387,1586000,329390,3512148,143979.516908213,329604,37,
329487,63,329487,1586000,329489,3514132,145963.516908213,329703,34,
329587,63,329587,1586000,329589,3513368,145199.516908213,329812,22,
329687,52,329688,1586000,329689,3515848,147679.516908213,329911,43,
329789,35,329789,1586000,329792,3518824,150655.516908213,329968,49,
329889,70,329890,1586000,329892,3511280,143111.516908213,330097,28,
329941,81,329942,1586000,329946,3513760,145591.516908213,330207,33,
330090,53,330090,1482000,330091,3513524,145355.516908213,330258,27,
330190,57,330191,1586000,330192,3515112,146943.516908213,330380,36,
330240,40,330241,1586000,330242,3515360,147191.516908213,330456,37,
330342,61,330344,1586000,330345,3522936,154767.516908213,330562,34,
330441,64,330441,1586000,330442,3521336,153167.516908213,330665,35,
330544,60,330544,1586000,330546,3508164,139995.516908213,330762,16,
330643,61,330644,1586000,330648,3510784,142615.516908213,330874,35,
330744,28,330744,1586000,330746,3512768,144599.516908213,330980,36,
330844,64,330845,1586000,330847,3522440,154271.516908213,331074,41,
330946,59,330948,1586000,330949,3523928,155759.516908213,331165,35,
331045,68,331046,1586000,331047,3521316,153147.516908213,331276,30,
331146,56,331147,1586000,331148,3523152,154983.516908213,331391,37,
331246,50,331246,1586000,331248,3523152,154983.516908213,331453,34,
331349,63,331351,858000,331354,3523568,155399.516908213,331568,42,
331446,61,331447,1586000,331447,3524028,155859.516908213,331675,33,
331547,67,331548,1586000,331550,3522860,154691.516908213,331767,33,
331647,55,331648,1586000,331649,3522352,154183.516908213,331879,52,
331748,55,331749,1586000,331750,3515920,147751.516908213,331971,31,
331848,88,331849,1586000,331850,3522864,154695.516908213,332074,34,
331949,0,331950,1586000,331953,3510224,142055.516908213,332188,21,
332051,63,332051,1586000,332054,3512456,144287.516908213,332296,36,
332150,36,332150,1482000,332152,3513944,145775.516908213,332373,41,
332252,75,332253,1378000,332255,3520428,152259.516908213,332475,34,
332351,66,332352,1586000,332353,3521172,153003.516908213,332582,36,
332451,61,332452,1586000,332453,3520856,152687.516908213,332670,17,
332558,62,332558,1586000,332560,3522268,154099.516908213,332777,39,
332651,36,332651,1586000,332652,3522640,154471.516908213,332873,38,
332752,68,332753,1586000,332756,3522888,154719.516908213,332970,37,
332852,64,332853,1586000,332855,3520472,152303.516908213,333073,33,
332953,62,332953,1586000,332955,3520328,152159.516908213,333181,21,
333053,55,333054,1586000,333056,3522376,154207.516908213,333290,33,
333154,33,333154,1170000,333161,3523220,155051.516908213,333380,34,
333254,64,333255,1586000,333259,3522532,154363.516908213,333477,44,
333354,55,333354,1586000,333355,3515360,147191.516908213,333579,26,
333456,73,333457,1586000,333459,3513036,144867.516908213,333673,25,
333555,44,333557,1586000,333558,3514932,146763.516908213,333774,35,
333656,45,333657,1586000,333658,3521696,153527.516908213,333878,35,
333757,68,333758,1586000,333759,3521896,153727.516908213,333992,26,
333858,56,333858,1586000,333861,3519780,151611.516908213,334076,28,
333958,56,333959,1066000,333962,3520528,152359.516908213,334176,28,
334058,52,334059,1586000,334060,3519556,151387.516908213,334277,42,
334159,48,334159,1586000,334160,3520052,151883.516908213,334378,34,
334260,69,334260,1586000,334263,3520300,152131.516908213,334480,39,
334360,62,334360,1586000,334362,3520796,152627.516908213,334579,33,
334462,68,334463,1586000,334464,3521716,153547.516908213,334680,30,
334561,53,334562,1586000,334563,3520048,151879.516908213,334778,37,
334661,53,334663,1586000,334664,3520172,152003.516908213,334885,30,
334761,65,334762,1586000,334763,3520332,152163.516908213,334979,38,
334862,54,334863,1274000,334864,3520088,151919.516908213,335081,27,
334963,66,334963,1586000,334964,3521524,153355.516908213,335181,28,
335063,42,335063,1586000,335064,3516748,148579.516908213,335283,34,
335163,49,335164,1586000,335166,3513348,145179.516908213,335382,30,
335264,62,335265,1586000,335266,3503828,135659.516908213,335491,40,
335364,50,335365,1586000,335366,3504732,136563.516908213,335583,26,
335465,88,335465,1586000,335468,3505568,137399.516908213,335694,42,
335565,0,335565,1586000,335567,3506600,138431.516908213,335782,36,
335666,69,335667,1586000,335669,3511792,143623.516908213,335886,34,
335766,63,335766,1586000,335767,3512404,144235.516908213,335988,35,
335866,51,335867,1586000,335868,3512900,144731.516908213,336087,22,
335967,65,335968,962000,335969,3512772,144603.516908213,336186,30,
336067,40,336068,1066000,336069,3513268,145099.516908213,336286,38,
336167,61,336168,1482000,336169,3513764,145595.516908213,336386,32,
336268,67,336268,1586000,336270,3512336,144167.516908213,336486,33,
336368,56,336369,1586000,336370,3510812,142643.516908213,336587,22,
336469,59,336469,1586000,336471,3512676,144507.516908213,336692,42,
336570,31,336571,1586000,336572,3513732,145563.516908213,336789,35,
336671,70,336671,1586000,336672,3513732,145563.516908213,336889,34,
336772,64,336772,1586000,336774,3512324,144155.516908213,336988,28,
336872,57,336872,1586000,336873,3511244,143075.516908213,337092,23,
336972,48,336973,1586000,336974,3512916,144747.516908213,337189,39,
337073,38,337073,1586000,337074,3513660,145491.516908213,337292,30,
337173,63,337174,1586000,337175,3508664,140495.516908213,337390,37,
337274,56,337274,1586000,337275,3512136,143967.516908213,337492,33,
337374,63,337375,1586000,337376,3509876,141707.516908213,337592,28,
337475,59,337475,1586000,337476,3511108,142939.516908213,337695,38,
337575,45,337576,1586000,337577,3511516,143347.516908213,337795,38,
337676,66,337676,1586000,337677,3507920,139751.516908213,337897,37,
337776,61,337777,1586000,337778,3511392,143223.516908213,337993,29,
337877,62,337878,1586000,337879,3507992,139823.516908213,338110,20,
337977,53,337977,1586000,337979,3510472,142303.516908213,338195,33,
338077,29,338078,1586000,338079,3512456,144287.516908213,338297,30,
338178,71,338179,1378000,338180,3517912,149743.516908213,338399,29,
338278,58,338279,1586000,338280,3505872,137703.516908213,338501,31,
338380,54,338381,1586000,338382,3505128,136959.516908213,338611,16,
338481,54,338481,1482000,338482,3505064,136895.516908213,338702,38,
338581,28,338582,1170000,338583,3505064,136895.516908213,338797,41,
338681,68,338682,1586000,338683,3514644,146475.516908213,338897,34,
338782,69,338782,1586000,338783,3515636,147467.516908213,339001,37,
338882,59,338883,1586000,338884,3516384,148215.516908213,339105,27,
338983,61,338984,1586000,338985,3518272,150103.516908213,339205,40,
339083,50,339084,1378000,339085,3517536,149367.516908213,339312,36,
339186,68,339187,1586000,339188,3518032,149863.516908213,339404,38,
339287,60,339287,1586000,339289,3518776,150607.516908213,339506,25,
339387,65,339388,1586000,339389,3518436,150267.516908213,339607,22,
339488,43,339489,1586000,339490,3519200,151031.516908213,339707,37,
339589,40,339590,1482000,339591,3517080,148911.516908213,339809,34,
339689,66,339690,1586000,339691,3514912,146743.516908213,339910,34,
339790,52,339790,1586000,339792,3508216,140047.516908213,340007,27,
339890,63,339890,1586000,339892,3505860,137691.516908213,340111,29,
339990,41,339991,1586000,339992,3507352,139183.516908213,340209,47,
340091,51,340091,1586000,340093,3514768,146599.516908213,340311,26,
340191,81,340192,1586000,340193,3512996,144827.516908213,340409,31,
340292,43,340292,1586000,340293,3513740,145571.516908213,340509,27,
340392,58,340392,1586000,340394,3514892,146723.516908213,340625,36,
340492,44,340493,1586000,340494,3515516,147347.516908213,340718,44,
340594,60,340594,1378000,340596,3515760,147591.516908213,340811,35,
340693,70,340694,1586000,340695,3516008,147839.516908213,340909,35,
340794,59,340794,1586000,340796,3514236,146067.516908213,341010,23,
340894,61,340894,1586000,340895,3515972,147803.516908213,341112,30,
340994,36,340995,1586000,340996,3516716,148547.516908213,341213,38,
341095,52,341095,1586000,341097,3508604,140435.516908213,341326,32,
341196,66,341196,1586000,341197,3514532,146363.516908213,341415,33,
341296,54,341297,1586000,341298,3512700,144531.516908213,341514,25,
341397,61,341398,1586000,341399,3512464,144295.516908213,341623,45,
341497,37,341498,1586000,341499,3512672,144503.516908213,341715,39,
341598,68,341599,1586000,341601,3508212,140043.516908213,341815,32,
341699,67,341699,1586000,341700,3513420,145251.516908213,341916,36,
341799,52,341800,1586000,341801,3513988,145819.516908213,342018,25,
341899,60,341900,1586000,341901,3512252,144083.516908213,342120,37,
342000,34,342000,1586000,342002,3513196,145027.516908213,342217,38,
342100,65,342101,1586000,342103,3519492,151323.516908213,342319,32,
342201,62,342201,1586000,342202,3519968,151799.516908213,342422,36,
342301,57,342302,1586000,342303,3507180,139011.516908213,342530,32,
342402,64,342403,1170000,342405,3510156,141987.516908213,342627,32,
342502,53,342503,1586000,342504,3514040,145871.516908213,342722,32,
342606,60,342607,1170000,342608,3519620,151451.516908213,342829,32,
342704,59,342704,1586000,342706,3520116,151947.516908213,342923,38,
342805,56,342805,1586000,342810,3520616,152447.516908213,343036,24,
342905,63,342905,1586000,342906,3522352,154183.516908213,343129,46,
343006,42,343007,1586000,343008,3523096,154927.516908213,343230,27,
343108,76,343109,1586000,343111,3519248,151079.516908213,343325,34,
343207,49,343210,1586000,343212,3519836,151667.516908213,343427,26,
343307,65,343308,1586000,343309,3517920,149751.516908213,343540,30,
343410,41,343410,1586000,343411,3518320,150151.516908213,343632,67,
343509,53,343509,1482000,343511,3519184,151015.516908213,343725,35,
343609,88,343610,1586000,343612,3517876,149707.516908213,343827,36,
343709,0,343710,1586000,343711,3517524,149355.516908213,343929,23,
343811,62,343811,1586000,343813,3518072,149903.516908213,344044,36,
343911,33,343911,1586000,343913,3518568,150399.516908213,344138,53,
344011,56,344012,1586000,344019,3517860,149691.516908213,344246,47,
344113,90,344114,1586000,344115,3511028,142859.516908213,344332,41,
344215,71,344215,1586000,344217,3511232,143063.516908213,344433,22,
344315,70,344316,1586000,344317,3510100,141931.516908213,344540,37,
344416,34,344417,1586000,344418,3512068,143899.516908213,344635,34,
344516,67,344516,1586000,344518,3519632,151463.516908213,344738,32,
344617,61,344618,1586000,344619,3520376,152207.516908213,344851,33,
344717,55,344718,1586000,344719,3519248,151079.516908213,344939,24,
344820,57,344823,1586000,344824,3521976,153807.516908213,345045,33,
344918,38,344918,1586000,344920,3519464,151295.516908213,345136,33,
345019,58,345020,1586000,345027,3519712,151543.516908213,345256,32,
345120,61,345121,1586000,345122,3520308,152139.516908213,345341,34,
345223,65,345224,1170000,345228,3520112,151943.516908213,345443,25,
345321,62,345323,1586000,345324,3519428,151259.516908213,345557,39,
345422,42,345423,1586000,345424,3520368,152199.516908213,345641,37,
345522,64,345524,1586000,345527,3510084,141915.516908213,345741,35,
345623,65,345623,1586000,345625,3514300,146131.516908213,345846,27,
345723,62,345724,1586000,345725,3515396,147227.516908213,345947,32,
345823,52,345824,1586000,345825,3517380,149211.516908213,346062,37,
345926,47,345927,1170000,345928,3522340,154171.516908213,346148,39,
346025,70,346026,1586000,346029,3526060,157891.516908213,346243,43,
346126,63,346126,1586000,346127,3524340,156171.516908213,346346,24,
346226,88,346227,1586000,346227,3512496,144327.516908213,346447,35,
346327,0,346328,1586000,346329,3512684,144515.516908213,346553,32,
346428,54,346429,1586000,346431,3522628,154459.516908213,346654,34,
346529,56,346530,1586000,346532,3523060,154891.516908213,346758,32,
346630,56,346630,1586000,346632,3523884,155715.516908213,346850,28,
346732,58,346732,1586000,346734,3522068,153899.516908213,346957,38,
346830,42,346831,1586000,346832,3522984,154815.516908213,347069,39,
346931,65,346931,1586000,346933,3519680,151511.516908213,347148,33,
347031,67,347032,1586000,347034,3520176,152007.516908213,347266,34,
347131,60,347131,1586000,347132,3519884,151715.516908213,347352,29,
347233,62,347233,1586000,347234,3521588,153419.516908213,347460,34,
347332,44,347333,1586000,347334,3518780,150611.516908213,347555,33,
347434,61,347435,1586000,347438,3513388,145219.516908213,347658,28,
347533,59,347533,1586000,347535,3516364,148195.516908213,347760,35,
347637,52,347637,1586000,347638,3517728,149559.516908213,347870,19,
347734,59,347734,1586000,347735,3517884,149715.516908213,347961,37,
347834,28,347835,1586000,347837,3518380,150211.516908213,348054,41,
347935,62,347935,1586000,347937,3511048,142879.516908213,348158,32,
348035,68,348035,1586000,348036,3515984,147815.516908213,348271,34,
348136,53,348140,1586000,348141,3516784,148615.516908213,348363,26,
348239,62,348243,1586000,348245,3519364,151195.516908213,348462,42,
348341,43,348342,1586000,348343,3521596,153427.516908213,348558,39,
348439,70,348439,1586000,348441,3525576,157407.516908213,348662,38,
348538,65,348539,1586000,348541,3525888,157719.516908213,348760,32,
348638,65,348639,1586000,348640,3511568,143399.516908213,348859,18,
348739,60,348740,1586000,348741,3514196,146027.516908213,348978,37,
348839,29,348840,1586000,348843,3515000,146831.516908213,349008,52,
348941,61,348942,1586000,348943,3525168,156999.516908213,349102,33,
348991,86,348992,1586000,348995,3523940,155771.516908213,349215,28,
349091,58,349091,1586000,349092,3522072,153903.516908213,349309,26,
349191,60,349192,1586000,349193,3522816,154647.516908213,349417,19,
349292,40,349292,1586000,349294,3525292,157123.516908213,349517,43,
349394,48,349395,1066000,349397,3524160,155991.516908213,349610,33,
349494,76,349494,1586000,349496,3522936,154767.516908213,349710,32,
349593,51,349594,1586000,349595,3519832,151663.516908213,349813,21,
349695,62,349695,1586000,349697,3521320,153151.516908213,349915,26,
349794,36,349795,1378000,349796,3522064,153895.516908213,350013,43,
349895,50,349895,1170000,349897,3522564,154395.516908213,350113,34,
349995,77,349996,1586000,349997,3521200,153031.516908213,350215,35,
350096,57,350096,1586000,350098,3519512,151343.516908213,350316,30,
350197,65,350197,1482000,350199,3518180,150011.516908213,350417,26,
350297,48,350298,1586000,350300,3519820,151651.516908213,350519,40,
350398,43,350398,1586000,350399,3516232,148063.516908213,350616,32,
350500,70,350501,1586000,350502,3511636,143467.516908213,350729,42,
350598,59,350599,1586000,350600,3514116,145947.516908213,350817,30,
350699,67,350700,1586000,350707,3512104,143935.516908213,350918,20,
350799,57,350800,1586000,350801,3511148,142979.516908213,351021,35,
350900,29,350900,1482000,350902,3512096,143927.516908213,351119,37,
351000,64,351001,1586000,351002,3518792,150623.516908213,351221,32,
351100,63,351103,1586000,351105,3507012,138843.516908213,351322,30,
351201,60,351202,1482000,351204,3507508,139339.516908213,351417,36,
351306,52,351306,1586000,351308,3504716,136547.516908213,351520,37,
351401,56,351402,1586000,351403,3514612,146443.516908213,351625,41,
351502,63,351504,1586000,351505,3515356,147187.516908213,351720,42,
351602,65,351603,1586000,351605,3515856,147687.516908213,351821,30,
351703,70,351704,1586000,351705,3517428,149259.516908213,351920,38,
351803,43,351804,1586000,351806,3517924,149755.516908213,352025,41,
351904,64,351905,1586000,351906,3515904,147735.516908213,352125,28,
352004,67,352007,1586000,352008,3515756,147587.516908213,352225,34,
352105,51,352106,1586000,352109,3515428,147259.516908213,352323,23,
352205,60,352206,1586000,352208,3517164,148995.516908213,352426,38,
352306,38,352306,1586000,352308,3502036,133867.516908213,352524,31,
352406,66,352407,1586000,352409,3513532,145363.516908213,352628,36,
352507,59,352508,1586000,352509,3503996,135827.516908213,352724,29,
352607,58,352608,1586000,352611,3505544,137375.516908213,352827,22,
352707,54,352708,1586000,352709,3507232,139063.516908213,352937,30,
352808,36,352809,1170000,352811,3508820,140651.516908213,353025,44,
352909,62,352909,1378000,352914,3517524,149355.516908213,353128,34,
353009,73,353009,1586000,353011,3514712,146543.516908213,353227,34,
353109,60,353111,1586000,353113,3515624,147455.516908213,353328,23,
353209,57,353210,1482000,353211,3517244,149075.516908213,353446,25,
353310,38,353311,1274000,353312,3517740,149571.516908213,353553,40,
353413,58,353417,858000,353419,3516828,148659.516908213,353631,34,
353512,88,353520,1586000,353522,3509228,141059.516908213,353736,36,
353611,0,353611,1586000,353612,3506804,138635.516908213,353841,25,
353712,60,353713,1586000,353715,3507300,139131.516908213,353933,38,
353813,44,353813,1170000,353815,3509292,141123.516908213,354032,33,
353913,73,353914,1586000,353915,3517712,149543.516908213,354136,33,
354013,57,354014,1586000,354015,3518704,150535.516908213,354236,35,
354114,61,354115,1586000,354117,3518856,150687.516908213,354338,28,
354214,59,354215,1586000,354219,3517628,149459.516908213,354439,37,
354315,46,354315,1586000,354317,3517876,149707.516908213,354539,36,
354415,65,354416,1586000,354417,3518444,150275.516908213,354635,34,
354516,58,354517,1586000,354519,3518828,150659.516908213,354741,30,
354617,60,354618,1586000,354619,3519944,151775.516908213,354837,35,
354716,50,354717,1586000,354718,3504064,135895.516908213,354948,43,
354817,58,354817,1586000,354818,3512120,143951.516908213,355038,33,
354924,69,354929,1586000,354932,3518532,150363.516908213,355139,35,
355018,55,355019,1586000,355020,3505100,136931.516908213,355239,27,
355118,60,355119,1586000,355121,3507784,139615.516908213,355347,31,
355219,44,355220,1170000,355221,3508528,140359.516908213,355447,45,
355319,54,355320,1586000,355321,3519360,151191.516908213,355541,36,
355420,72,355421,1586000,355422,3517960,149791.516908213,355641,33,
355520,63,355520,1586000,355521,3519076,150907.516908213,355751,24,
355620,57,355621,1586000,355622,3518712,150543.516908213,355843,44,
355721,40,355721,1586000,355723,3519208,151039.516908213,355963,26,
355821,75,355822,1586000,355823,3519452,151283.516908213,356028,35,
355921,47,355922,1586000,355923,3520348,152179.516908213,356154,27,
356022,63,356022,1586000,356023,3517248,149079.516908213,356229,19,
356122,47,356123,1586000,356124,3503444,135275.516908213,356355,40,
356222,31,356223,1586000,356223,3504684,136515.516908213,356439,38,
356323,66,356324,1586000,356325,3515004,146835.516908213,356544,39,
356423,62,356424,1586000,356425,3515748,147579.516908213,356641,34,
356524,66,356525,1586000,356526,3513928,145759.516908213,356746,20,
356625,56,356625,1586000,356626,3514680,146511.516908213,356861,36,
356725,35,356725,1586000,356726,3515424,147255.516908213,356948,31,
356825,64,356826,1586000,356827,3516168,147999.516908213,357049,30,
356926,54,356926,1586000,356927,3516912,148743.516908213,357145,34,
357027,55,357027,1586000,357028,3515988,147819.516908213,357247,29,
357127,60,357127,1586000,357128,3514716,146547.516908213,357353,41,
357227,38,357228,1586000,357229,3514324,146155.516908213,357448,36,
357328,71,357328,1586000,357330,3511028,142859.516908213,357548,33,
357428,58,357429,1586000,357430,3513136,144967.516908213,357653,28,
357529,60,357529,1586000,357530,3513596,145427.516908213,357747,37,
357629,43,357630,1586000,357631,3515852,147683.516908213,357847,44,
357729,61,357730,1586000,357732,3507804,139635.516908213,357949,32,
357830,71,357831,1586000,357832,3513484,145315.516908213,358056,37,
357931,52,357931,1586000,357932,3514676,146507.516908213,358149,21,
358033,66,358034,858000,358035,3516908,148739.516908213,358254,33,
358132,44,358133,1378000,358134,3517652,149483.516908213,358355,44,
358233,56,358234,1586000,358235,3525352,157183.516908213,358452,31,
358334,74,358334,1586000,358335,3512540,144371.516908213,358554,31,
358433,51,358434,1586000,358435,3510644,142475.516908213,358650,25,
358536,62,358536,1586000,358537,3510596,142427.516908213,358757,21,
358635,42,358635,1586000,358636,3510084,141915.516908213,358859,38,
358736,35,358737,1586000,358738,3514368,146199.516908213,358952,38,
358836,66,358836,1586000,358838,3520316,152147.516908213,359053,38,
358937,62,358937,1586000,358938,3518396,150227.516908213,359155,25,
359037,63,359038,1586000,359039,3519440,151271.516908213,359256,32,
359138,44,359138,1378000,359139,3522104,153935.516908213,359358,40,
359238,51,359238,1482000,359240,3522700,154531.516908213,359457,29,
359338,68,359339,1586000,359340,3522948,154779.516908213,359555,38,
359439,50,359439,1586000,359440,3522480,154311.516908213,359656,31,
359539,63,359539,1586000,359541,3522152,153983.516908213,359757,31,
359639,51,359640,1586000,359642,3506468,138299.516908213,359858,40,
359740,55,359740,1586000,359742,3517340,149171.516908213,359960,29,
359840,70,359841,1586000,359843,3523196,155027.516908213,360058,32,
359940,50,359942,1586000,359944,3519104,150935.516908213,360164,30,
360041,60,360041,1586000,360043,3520368,152199.516908213,360267,36,
360146,50,360146,1586000,360147,3519588,151419.516908213,360365,37,
360246,62,360247,1586000,360248,3520432,152263.516908213,360464,34,
360346,61,360346,1586000,360348,3512148,143979.516908213,360565,29,
360447,64,360448,1586000,360449,3510868,142699.516908213,360664,33,
360547,52,360547,1586000,360549,3511116,142947.516908213,360767,41,
360647,52,360648,1586000,360649,3517960,149791.516908213,360867,29,
360749,67,360749,1586000,360752,3516880,148711.516908213,360967,36,
360849,50,360849,1586000,360851,3517872,149703.516908213,361066,28,
360949,65,360950,1586000,360951,3518224,150055.516908213,361168,34,
361050,44,361051,1586000,361052,3518968,150799.516908213,361267,43,
361151,55,361152,1586000,361153,3519696,151527.516908213,361369,37,
361251,73,361251,1586000,361252,3520192,152023.516908213,361470,33,
361352,62,361353,1586000,361354,3508168,139999.516908213,361567,23,
361451,57,361453,1586000,361454,3510772,142603.516908213,361670,35,
361551,39,361552,1586000,361553,3511760,143591.516908213,361771,42,
361652,60,361653,1586000,361654,3522440,154271.516908213,361876,28,
361754,70,361755,1586000,361756,3523236,155067.516908213,361975,34,
361855,52,361856,1586000,361857,3521944,153775.516908213,362071,22,
361956,64,361957,1586000,361958,3522424,154255.516908213,362176,30,
362055,37,362056,1586000,362057,3523220,155051.516908213,362273,42,
362157,51,362158,1586000,362159,3521988,153819.516908213,362381,38,
362256,73,362257,1586000,362258,3522136,153967.516908213,362473,35,
362357,62,362358,1586000,362359,3522484,154315.516908213,362573,26,
362457,63,362458,1586000,362459,3521152,152983.516908213,362677,38,
362557,42,362557,1586000,362559,3521416,153247.516908213,362779,39,
362658,61,362659,1586000,362660,3521432,153263.516908213,362878,36,
362761,65,362762,1586000,362763,3514168,145999.516908213,362978,34,
362862,65,362863,1586000,362864,3514124,145955.516908213,363080,22,
362962,54,362963,1586000,362964,3513532,145363.516908213,363183,40,
363063,33,363064,1586000,363065,3515616,147447.516908213,363281,30,
363164,68,363165,1586000,363166,3521816,153647.516908213,363383,34,
363264,53,363265,1586000,363266,3522560,154391.516908213,363482,28,
